00609D	PMI FOOD EQUIPMENT GROUP
00609E	ASC X3 - INFORMATION TECHNOLOGY STANDARDS SECRET
00609F	PHAST
0060A0	SWITCHED NETWORK
0060A1	VPNet
0060A2	NIHON UNISYS LIMITED CO
0060A3	CONTINUUM
0060A4	GEW Technologies (PTY)
0060A5	PERFORMANCE TELECOM
0060A6	PARTICLE MEASURING SYSTEMS
0060A7	MICROSENS GmbH & CO. KG
0060A8	TIDOMAT
0060A9	GESYTEC MBH
0060AA	INTELLIGENT DEVICES INC. (IDI)
0060AB	LARSCOM INCORPORATED
0060AC	RESILIENCE
0060AD	MegaChips
0060AE	TRIO INFORMATION SYSTEMS
0060AF	PACIFIC MICRO DATA
0060B0	Hewlett Packard
0060B1	Input/Output
0060B2	PROCESS CONTROL
0060B3	Z-COM
0060B4	GLENAYRE R&D
0060B5	KEBA
0060B6	LAND COMPUTER
0060B7	CHANNELMATIC
0060B8	CORELIS
0060B9	NEC Platforms
0060BA	SAHARA NETWORKS
0060BB	Cabletron Systems
0060BC	KeunYoung Electronics & Communication
0060BD	Enginuity Communications
0060BE	WEBTRONICS
0060BF	MACRAIGOR SYSTEMS
0060C0	Nera Networks AS
0060C1	WaveSpan
0060C2	MPL
0060C3	NETVISION
0060C4	SOLITON SYSTEMS K.K
0060C5	ANCOT
0060C6	DCS
0060C7	AMATI COMMUNICATIONS
0060C8	KUKA WELDING SYSTEMS & ROBOTS
0060C9	ControlNet
0060CA	HARMONIC SYSTEMS INCORPORATED
0060CB	HITACHI ZOSEN
0060CC	EMTRAK, INCORPORATED
0060CD	VideoServer
0060CE	ACCLAIM COMMUNICATIONS
0060CF	ALTEON NETWORKS
0060D0	SNMP RESEARCH INCORPORATED
0060D1	CASCADE COMMUNICATIONS
0060D2	LUCENT TECHNOLOGIES TAIWAN TELECOMMUNICATIONS
0060D3	AT&T
0060D4	ELDAT COMMUNICATION
0060D5	AMADA
0060D6	NovAtel
0060D7	ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL)
0060D8	ELMIC SYSTEMS
0060D9	TRANSYS NETWORKS
0060DA	Red Lion Controls, LP
0060DB	NTP ELEKTRONIK A/S
0060DC	NEC Magnus Communications
0060DD	MYRICOM
0060DE	Kayser-Threde
0060DF	Brocade Communications Systems
0060E0	AXIOM
0060E1	ORCKIT COMMUNICATIONS
0060E2	QUEST ENGINEERING & DEVELOPMENT
0060E3	ARBIN INSTRUMENTS
0060E4	COMPUSERVE
0060E5	FUJI AUTOMATION
0060E6	SHOMITI SYSTEMS INCORPORATED
0060E7	RANDATA
0060E8	HITACHI COMPUTER PRODUCTS (AMERICA)
0060E9	ATOP
0060EA	StreamLogic
0060EB	FOURTHTRACK SYSTEMS
0060EC	HERMARY OPTO
0060ED	RICARDO TEST AUTOMATION
0060EE	APOLLO
0060EF	FLYTECH
0060F0	JOHNSON & JOHNSON MEDICAL
0060F1	EXP COMPUTER
0060F2	LASERGRAPHICS
0060F3	Performance Analysis Broadband, Spirent
0060F4	ADVANCED COMPUTER SOLUTIONS
0060F5	ICON WEST
0060F6	NEXTEST COMMUNICATIONS PRODUCTS
0060F7	DATAFUSION SYSTEMS
0060F8	Loran International
0060F9	DIAMOND LANE COMMUNICATIONS
0060FA	EDUCATIONAL TECHNOLOGY RESOURCES
0060FB	PACKETEER
0060FC	CONSERVATION THROUGH INNOVATION
0060FD	NetICs
0060FE	LYNX SYSTEM DEVELOPERS
0060FF	QuVis
006151	HUAWEI
006171	Apple
006201	Motorola Mobility LLC, a Lenovo Company
00620B	Broadcom
0062EC	Cisco Systems
0063DE	CLOUDWALK
006440	Cisco Systems
0064A6	Maquet CardioVascular
0064AF	Dish
00651E	Amcrest
006619	Huawei Device
00664B	HUAWEI
006762	Fiberhome Telecommunication
00682B	Huawei Device
0068EB	HP
00692D	Sunnovo International
006967	IEEE Registration Authority
006A5E	IEEE Registration Authority
006B6F	HUAWEI
006B8E	Shanghai Feixun Communication
006B9E	Vizio
006BA0	SHENZHEN UNIVERSAL INTELLISYS
006BF1	Cisco Systems
006CBC	Cisco Systems
006CFD	Sichuan Changhong Electric
006D52	Apple
006D61	Guangzhou V-SOLUTION
006DFB	Vutrix
006E02	Xovis
006F64	Samsung
006FF2	MITSUMI ELECTRIC
007007	Espressif
0070B0	M/A-COM INC. COMPANIES
0070B3	DATA RECALL
007147	Amazon
0071C2	PEGATRON
0071CC	Hon Hai Precision Ind
007204	Samsung Electronics Co., Ltd. ARTIK
007263	Netis
007278	Cisco Systems
0072EE	Intel Corporate
00738D	Shenzhen TINNO Mobile
0073E0	Samsung
00749C	Ruijie Networks
007532	Integrated Engineering BV
0075E1	Ampt
00763D	Veea
007686	Cisco Systems
0076B1	Somfy-Protect By Myfox
0076B6	Ford Motor Company
00778D	Cisco Systems
0077E4	Nokia Solutions and Networks GmbH & Co. KG
007839	Nokia
007888	Cisco Systems
00789E	Sagemcom Broadband
0078CD	Ignition Design Labs
007AA4	FRITZ!
007B18	SENTRY
007C2D	Samsung
007D3B	Samsung
007D60	Apple
007DFA	Volkswagen Group of America
007E56	China Dragon
007E95	Cisco Systems
007F1D	Fantasia Trading
007F28	Actiontec
008000	MULTITECH SYSTEMS
008001	PERIPHONICS
008002	SATELCOM (UK)
008003	HYTEC
008004	ANTLOW COMMUNICATIONS
008005	CACTUS COMPUTER
008006	COMPUADD
008007	DLOG NC-SYSTEME
008008	DYNATECH COMPUTER SYSTEMS
008009	JUPITER SYSTEMS
00800A	JAPAN COMPUTER
00800B	CSK
00800C	VIDECOM
00800D	VOSSWINKEL F.U
00800E	ATLANTIX
00800F	STANDARD MICROSYSTEMS
008010	COMMODORE INTERNATIONAL
008011	DIGITAL SYSTEMS INT'L
008012	INTEGRATED MEASUREMENT SYSTEMS
008013	THOMAS-CONRAD
008014	ESPRIT SYSTEMS
008015	SEIKO SYSTEMS
008016	WANDEL AND GOLTERMANN
008017	PFU
008018	KOBE STEEL
008019	DAYNA COMMUNICATIONS
00801A	BELL ATLANTIC
00801B	KODIAK
00801C	NEWPORT SYSTEMS SOLUTIONS
00801D	INTEGRATED INFERENCE MACHINES
00801E	XINETRON
00801F	KRUPP ATLAS ELECTRONIK
008020	NETWORK PRODUCTS
008021	Alcatel Canada
008022	SCAN-OPTICS
008023	INTEGRATED BUSINESS NETWORKS
008024	KALPANA
008025	Telit Wireless Solutions
008026	NETWORK PRODUCTS
008027	ADAPTIVE SYSTEMS
008028	TRADPOST (HK)
008029	EAGLE
00802A	TEST SYSTEMS & SIMULATIONS
00802B	INTEGRATED MARKETING CO
00802C	THE SAGE GROUP
00802D	XYLOGICS
00802E	CASTLE ROCK COMPUTING
00802F	NATIONAL INSTRUMENTS
008030	NEXUS
008031	BASYS
008032	ACCESS
008033	EMS Aviation
008034	SMT GOUPIL
008035	TECHNOLOGY WORKS
008036	REFLEX MANUFACTURING SYSTEMS
008037	Ericsson Group
008038	DATA RESEARCH & APPLICATIONS
008039	ALCATEL STC AUSTRALIA
00803A	VARITYPER
00803B	APT COMMUNICATIONS
00803C	TVS
00803D	SURIGIKEN
00803E	SYNERNETICS
00803F	TATUNG COMPANY
008040	JOHN FLUKE MANUFACTURING CO
008041	VEB KOMBINAT ROBOTRON
008042	Artesyn Embedded
008043	NETWORLD
008044	SYSTECH COMPUTER
008045	MATSUSHITA ELECTRIC IND. CO
008046	Tattile SRL
008047	IN-NET
008048	COMPEX INCORPORATED
008049	NISSIN ELECTRIC
00804A	PRO-LOG
00804B	EAGLE
00804C	CONTEC
00804D	CYCLONE MICROSYSTEMS
00804E	APEX COMPUTER COMPANY
00804F	DAIKIN INDUSTRIES
008050	ZIATECH
008051	FIBERMUX
008052	TECHNICALLY ELITE CONCEPTS
008053	INTELLICOM
008054	FRONTIER
008055	FERMIL
008056	SPHINX Electronics GmbH & Co KG
008057	ADSOFT
008058	PRINTER SYSTEMS
008059	STANLEY ELECTRIC
00805A	TULIP COMPUTERS INTERNAT'L B.V
00805B	CONDOR SYSTEMS
00805C	AGILIS
00805D	CANSTAR
00805E	LSI LOGIC
00805F	Hewlett Packard
008060	NETWORK INTERFACE
008061	LITTON SYSTEMS
008062	INTERFACE CO
008063	Hirschmann Automation and Control
008064	WYSE
008065	CYBERGRAPHIC SYSTEMS
008066	Eurotech
008067	SQUARE D COMPANY
008068	YAMATECH SCIENTIFIC
008069	COMPUTONE SYSTEMS
00806A	ERI (EMPAC RESEARCH INC.)
00806B	SCHMID TELECOMMUNICATION
00806C	Secure Systems & Services
00806D	CENTURY SYSTEMS
00806E	NIPPON STEEL
00806F	ONELAN
008070	COMPUTADORAS MICRON
008071	SAI
008072	MICROPLEX SYSTEMS
008073	DWB ASSOCIATES
008074	FISHER CONTROLS
008075	PARSYTEC
008076	MCNC
008077	Brother industries
008078	PRACTICAL PERIPHERALS
008079	MICROBUS DESIGNS
00807A	AITECH SYSTEMS
00807B	ARTEL COMMUNICATIONS
00807C	FIBERCOM
00807D	EQUINOX SYSTEMS
00807E	SOUTHERN PACIFIC
00807F	DY-4 INCORPORATED
008080	DATAMEDIA
008081	KENDALL SQUARE RESEARCH
008082	PEP MODULAR COMPUTERS
008083	AMDAHL
008084	THE CLOUD
008085	H-THREE SYSTEMS
008086	COMPUTER GENERATION
008087	OKI ELECTRIC INDUSTRY
008088	VICTOR COMPANY OF JAPAN
008089	TECNETICS (PTY)
00808A	SUMMIT MICROSYSTEMS
00808B	DACOLL
00808C	NETSCOUT SYSTEMS
00808D	WESTCOAST
00808E	RADSTONE
00808F	C. ITOH
008090	MICROTEK INTERNATIONAL
008091	TOKYO ELECTRIC
008092	Silex
008093	XYRON
008094	ALFA LAVAL AUTOMATION
008095	BASIC MERTON HANDELSGES.M.B.H
008096	HUMAN DESIGNED SYSTEMS
008097	CENTRALP AUTOMATISMES
008098	TDK
008099	Eaton Industries
00809A	NOVUS NETWORKS
00809B	JUSTSYSTEM
00809C	LUXCOM
00809D	Commscraft
00809E	DATUS
00809F	ALE International
0080A0	Hewlett Packard
0080A1	MICROTEST
0080A2	CREATIVE ELECTRONIC SYSTEMS
0080A3	Lantronix
0080A4	LIBERTY
0080A5	SPEED INTERNATIONAL
0080A6	REPUBLIC
0080A7	Honeywell International
0080A8	VITACOM
0080A9	CLEARPOINT RESEARCH
0080AA	MAXPEED
0080AB	DUKANE NETWORK INTEGRATION
0080AC	IMLOGIX, DIVISION OF GENESYS
0080AD	CNET
0080AE	HUGHES NETWORK SYSTEMS
0080AF	ALLUMER
0080B0	ADVANCED INFORMATION
0080B1	SOFTCOM A/S
0080B2	NETWORK EQUIPMENT
0080B3	AVAL DATA
0080B4	SOPHIA SYSTEMS
0080B5	UNITED NETWORKS
0080B6	Mercury Systems – Trusted Mission Solutions
0080B7	STELLAR COMPUTER
0080B8	DMG MORI Digital
0080B9	ARCHE TECHNOLIGIES
0080BA	SPECIALIX (ASIA) PTE
0080BB	HUGHES LAN SYSTEMS
0080BC	HITACHI ENGINEERING
0080BD	THE FURUKAWA ELECTRIC
0080BE	ARIES RESEARCH
0080BF	TAKAOKA ELECTRIC MFG
0080C0	PENRIL DATACOMM
0080C1	LANEX
0080C2	IEEE 802.1 Chair
0080C3	BICC INFORMATION SYSTEMS & SVC
0080C4	DOCUMENT
0080C5	NOVELLCO DE MEXICO
0080C6	NATIONAL DATACOMM
0080C7	XIRCOM
0080C8	D-LINK SYSTEMS
0080C9	ALBERTA MICROELECTRONIC CENTRE
0080CA	NETCOM RESEARCH INCORPORATED
0080CB	FALCO DATA PRODUCTS
0080CC	MICROWAVE BYPASS SYSTEMS
0080CD	MICRONICS COMPUTER
0080CE	BROADCAST TELEVISION SYSTEMS
0080CF	EMBEDDED PERFORMANCE
0080D0	COMPUTER PERIPHERALS
0080D1	KIMTRON
0080D2	SHINNIHONDENKO
0080D3	SHIVA
0080D4	CHASE RESEARCH
0080D5	CADRE
0080D6	NUVOTECH
0080D7	Fantum Engineering
0080D8	NETWORK PERIPHERALS
0080D9	EMK Elektronik GmbH & Co. KG
0080DA	Hottinger Brüel & Kjær A/S
0080DB	GRAPHON
0080DC	PICKER INTERNATIONAL
0080DD	GMX INC/GIMIX
0080DE	GIPSI
0080DF	ADC CODENOLL
0080E0	XTP SYSTEMS
0080E1	STMicroelectronics SRL
0080E2	T.D.I
0080E3	CORAL NETWORK
0080E4	NORTHWEST DIGITAL SYSTEMS
0080E5	NetApp
0080E6	PEER NETWORKS
0080E7	Leonardo UK
0080E8	CUMULUS CORPORATIION
0080E9	Madge
0080EA	ADVA Optical Networking
0080EB	COMPCONTROL
0080EC	SUPERCOMPUTING SOLUTIONS
0080ED	IQ
0080EE	THOMSON CSF
0080EF	RATIONAL
0080F0	Panasonic Communications
0080F1	OPUS SYSTEMS
0080F2	RAYCOM SYSTEMS
0080F3	SUN
0080F4	TELEMECANIQUE ELECTRIQUE
0080F5	Quantel
0080F6	SYNERGY MICROSYSTEMS
0080F7	Zenith
0080F8	MIZAR
0080F9	HEURIKON
0080FA	RWT
0080FB	BVM
0080FC	AVATAR
0080FD	EXSCEED CORPRATION
0080FE	AZURE
0080FF	SOC. DE TELEINFORMATIQUE RTC
00812A	Apple
0081C4	Cisco Systems
0081F9	Texas Instruments
008320	Huawei Device
00841E	Cisco Meraki
008497	Shenzhen MiaoMing Intelligent
0084ED	LEXMARK INTERNATIONAL
008621	Amazon
008667	LG Innotek
00869C	Palo Alto Networks
0086A0	Private
008701	Samsung
008731	Cisco Systems
008764	Cisco Systems
008865	Apple
0088BA	NC&C
0089C9	Extreme Networks
008A55	Huawei Device
008A76	Apple
008A96	Cisco Systems
008B43	RFTECH
008BFC	mixi
008C10	Black Box
008C54	ADB Broadband Italia
008CFA	INVENTEC
008D4E	CJSC NII STT
008DDA	Link One
008DF4	IEEE Registration Authority
008E73	Cisco Systems
008EF2	NETGEAR
009000	DIAMOND MULTIMEDIA
009001	NISHIMU ELECTRONICS INDUSTRIES
009002	ALLGON
009003	APLIO
009004	3COM EUROPE
009005	PROTECH SYSTEMS
009006	Hamamatsu Photonics K.K
009007	DOMEX
009008	HanA Systems
009009	I Controls
00900A	PROTON ELECTRONIC INDUSTRIAL
00900B	LANNER
00900C	Cisco Systems
00900D	Overland Storage
00900E	HANDLINK
00900F	KAWASAKI HEAVY INDUSTRIES
009010	SIMULATION LABORATORIES
009011	WAVTrace
009012	GLOBESPAN SEMICONDUCTOR
009013	SAMSAN
009014	ROTORK INSTRUMENTS
009015	CENTIGRAM COMMUNICATIONS
009016	ZAC
009017	Zypcom
009018	ITO ELECTRIC INDUSTRY CO
009019	HERMES
00901A	UNISPHERE SOLUTIONS
00901B	DIGITAL CONTROLS
00901C	mps Software
00901D	PEC (NZ)
00901E	Selesta Ingegneria
00901F	ADTEC PRODUCTIONS
009020	PHILIPS ANALYTICAL X-RAY
009021	Cisco Systems
009022	IVEX
009023	ZILOG
009024	PIPELINKS
009025	BAE Systems Australia (Electronic Systems)
009026	ADVANCED SWITCHING COMMUNICATIONS
009027	Intel
009028	NIPPON SIGNAL
009029	CRYPTO
00902A	COMMUNICATION DEVICES
00902B	Cisco Systems
00902C	DATA & CONTROL EQUIPMENT
00902D	DATA ELECTRONICS (AUST.) PTY
00902E	NAMCO
00902F	NETCORE SYSTEMS
009030	HONEYWELL-DATING
009031	MYSTICOM
009032	PELCOMBE GROUP
009033	INNOVAPHONE
009034	IMAGIC
009035	ALPHA TELECOM
009036	ens
009037	ACUCOMM
009038	FOUNTAIN
009039	SHASTA NETWORKS
00903A	NIHON MEDIA TOOL
00903B	TriEMS Research L
00903C	ATLANTIC NETWORK SYSTEMS
00903D	BIOPAC SYSTEMS
00903E	N.V. PHILIPS INDUSTRIAL ACTIVITIES
00903F	WorldCast Systems
009040	Siemens Network Convergence
009041	APPLIED DIGITAL ACCESS
009042	ECCS
009043	Tattile SRL
009044	ASSURED DIGITAL
009045	Marconi Communications
009046	DEXDYNE
009047	GIGA FAST E
009048	ZEAL
009049	ENTRIDIA
00904A	CONCUR SYSTEM
00904B	Gemtek
00904C	Epigram
00904D	SPEC
00904E	DELEM BV
00904F	ABB POWER T&D COMPANY
009050	Teleste
009051	ULTIMATE
009052	SELCOM ELETTRONICA
009053	DAEWOO
009054	INNOVATIVE SEMICONDUCTORS
009055	PARKER HANNIFIN CORPORATION COMPUMOTOR DIVISION
009056	TELESTREAM
009057	AANetcom
009058	Ultra Electronics Command & Control Systems
009059	TELECOM DEVICE K.K
00905A	DEARBORN GROUP
00905B	RAYMOND AND LAE ENGINEERING
00905C	EDMI
00905D	NETCOM SICHERHEITSTECHNIK
00905E	RAULAND-BORG
00905F	Cisco Systems
009060	SYSTEM CREATE
009061	PACIFIC RESEARCH & ENGINEERING
009062	ICP VORTEX COMPUTERSYSTEME
009063	COHERENT COMMUNICATIONS SYSTEMS
009064	Thomson
009065	FINISAR
009066	Troika Networks
009067	WalkAbout Computers
009068	DVT
009069	Juniper Networks
00906A	TURNSTONE SYSTEMS
00906B	APPLIED RESOURCES
00906C	Sartorius Hamburg
00906D	Cisco Systems
00906E	PRAXON
00906F	Cisco Systems
009070	NEO NETWORKS
009071	Applied Innovation
009072	SIMRAD AS
009073	GAIO
009074	ARGON NETWORKS
009075	NEC DO BRASIL
009076	FMT AIRCRAFT GATE SUPPORT SYSTEMS
009077	ADVANCED FIBRE COMMUNICATIONS
009078	MER TELEMANAGEMENT SOLUTIONS
009079	ClearOne
00907A	Spectralink
00907B	E-TECH
00907C	DIGITALCAST
00907D	Lake Communications
00907E	VETRONIX
00907F	WatchGuard
009080	NOT
009081	ALOHA NETWORKS
009082	FORCE INSTITUTE
009083	TURBO COMMUNICATION
009084	ATECH SYSTEM
009085	GOLDEN ENTERPRISES
009086	Cisco Systems
009087	ITIS
009088	BAXALL SECURITY
009089	SOFTCOM MICROSYSTEMS
00908A	BAYLY COMMUNICATIONS
00908B	Tattile SRL
00908C	ETREND
00908D	VICKERS ELECTRONICS SYSTEMS
00908E	Nortel Networks Broadband Access
00908F	AUDIO CODES
009090	I-BUS
009091	DigitalScape
009092	Cisco Systems
009093	EIZO
009094	OSPREY
009095	UNIVERSAL AVIONICS
009096	ASKEY COMPUTER
009097	Sycamore Networks
009098	SBC DESIGNS
009099	ALLIED TELESIS, K.K
00909A	ONE WORLD SYSTEMS
00909B	MARKEM-IMAJE
00909C	Commscope
00909D	NovaTech
00909E	Critical IO
00909F	DIGI-DATA
0090A0	8X8
0090A1	Flying Pig Systems/High End Systems
0090A2	CyberTAN
0090A3	Corecess
0090A4	ALTIGA NETWORKS
0090A5	SPECTRA LOGIC
0090A6	Cisco Systems
0090A7	CLIENTEC
0090A8	NineTiles Networks
0090A9	WESTERN DIGITAL
0090AA	INDIGO ACTIVE VISION SYSTEMS
0090AB	Cisco Systems
0090AC	OPTIVISION
0090AD	ASPECT
0090AE	ITALTEL S.p.A/RF-UP-I
0090AF	J. MORITA MFG
0090B0	VADEM
0090B1	Cisco Systems
0090B2	AVICI SYSTEMS
0090B3	AGRANAT SYSTEMS
0090B4	WILLOWBROOK
0090B5	NIKON
0090B6	FIBEX SYSTEMS
0090B7	DIGITAL LIGHTWAVE
0090B8	ROHDE & SCHWARZ GMBH & CO. KG
0090B9	BERAN INSTRUMENTS
0090BA	VALID NETWORKS
0090BB	TAINET COMMUNICATION SYSTEM
0090BC	TELEMANN
0090BD	OMNIA COMMUNICATIONS
0090BE	IBC/INTEGRATED BUSINESS COMPUTERS
0090BF	Cisco Systems
0090C0	K.J. LAW ENGINEERS
0090C1	Peco II
0090C2	JK microsystems
0090C3	TOPIC SEMICONDUCTOR
0090C4	JAVELIN SYSTEMS
0090C5	INTERNET MAGIC
0090C6	OPTIM SYSTEMS
0090C7	ICOM
0090C8	WAVERIDER COMMUNICATIONS (CANADA)
0090C9	DPAC
0090CA	ACCORD VIDEO TELECOMMUNICATIONS
0090CB	Wireless OnLine
0090CC	PLANEX COMMUNICATIONS
0090CD	ENT-EMPRESA NACIONAL DE TELECOMMUNICACOES
0090CE	avateramedical Mechatronics
0090CF	NORTEL
0090D0	Thomson Telecom Belgium
0090D1	LEICHU ENTERPRISE
0090D2	Artel Video Systems
0090D3	GIESECKE & DEVRIENT
0090D4	BindView Development
0090D5	EUPHONIX
0090D6	Crystal Group
0090D7	NetBoost
0090D8	WHITECROSS SYSTEMS
0090D9	Cisco Systems
0090DA	DYNARC
0090DB	NEXT LEVEL COMMUNICATIONS
0090DC	TECO INFORMATION SYSTEMS
0090DD	MIHARU COMMUNICATIONS
0090DE	CARDKEY SYSTEMS
0090DF	MITSUBISHI CHEMICAL AMERICA
0090E0	SYSTRAN
0090E1	TELENA
0090E2	DISTRIBUTED PROCESSING
0090E3	AVEX
0090E4	NEC AMERICA
0090E5	TEKNEMA
0090E6	ALi
0090E7	HORSCH ELEKTRONIK
0090E8	MOXA
0090E9	JANZ COMPUTER
0090EA	ALPHA
0090EB	SENTRY TELECOM SYSTEMS
0090EC	PYRESCOM
0090ED	CENTRAL SYSTEM RESEARCH
0090EE	PERSONAL COMMUNICATIONS
0090EF	INTEGRIX
0090F0	Harmonic Video Systems
0090F1	Seagate Cloud Systems
0090F2	Cisco Systems
0090F3	ASPECT COMMUNICATIONS
0090F4	LIGHTNING INSTRUMENTATION
0090F5	CLEVO CO
0090F6	ESCALATE NETWORKS
0090F7	NBASE COMMUNICATIONS
0090F8	MEDIATRIX TELECOM
0090F9	Imagine Communications
0090FA	Emulex
0090FB	PORTWELL
0090FC	NETWORK COMPUTING DEVICES
0090FD	CopperCom
0090FE	ELECOM CO., LTD. (LANEED DIV.)
0090FF	TELLUS
00919E	Intel Corporate
0091D6	Crystal Group
0091EB	Renesas Electronics (Penang) Sdn. Bhd
0091FA	Synapse Product Development
009235	Apple
00927D	Ficosa Internationa(Taicang) C0
0092A5	LG Innotek
0092FA	SHENZHEN WISKY
009337	Intel Corporate
009363	Uni-Link
0094A1	F5
0094EC	Huawei Device
009569	LSD Science and
0097F1	Apple
0097FF	Heimann Sensor
00991D	HUAWEI
009ACD	HUAWEI
009AD2	Cisco Systems
009B08	Quectel Wireless Solutions
009C02	Hewlett Packard
009C17	Quectel Wireless Solutions
009CC0	vivo Mobile Communication
009D6B	Murata Manufacturing
009D85	Sigmastar
009D8E	CARDIAC RECORDERS
009E1E	Cisco Systems
009EC8	Xiaomi Communications Co
009EEE	Positivo Tecnologia
00A000	CENTILLION NETWORKS
00A001	DRS Signal Solutions
00A002	LEEDS & NORTHRUP AUSTRALIA
00A003	Siemens Switzerland Ltd., I B T HVP
00A004	NETPOWER
00A005	DANIEL INSTRUMENTS
00A006	IMAGE DATA PROCESSING SYSTEM GROUP
00A007	APEXX
00A008	NET
00A009	WHITETREE NETWORK
00A00A	Airspan
00A00B	COMPUTEX
00A00C	KINGMAX
00A00D	THE PANDA PROJECT
00A00E	NETSCOUT SYSTEMS
00A00F	Broadband
00A010	SYSLOGIC DATENTECHNIK
00A011	MUTOH INDUSTRIES
00A012	Telco Systems
00A013	TELTREND
00A014	CSIR
00A015	WYLE
00A016	MICROPOLIS
00A017	J B M
00A018	CREATIVE CONTROLLERS
00A019	NEBULA CONSULTANTS
00A01A	BINAR ELEKTRONIK
00A01B	Zhone
00A01C	NASCENT NETWORKS
00A01D	Red Lion Controls, LP
00A01E	EST
00A01F	TRICORD SYSTEMS
00A020	CITICORP/TTI
00A021	General Dynamics Mission Systems
00A022	CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING
00A023	APPLIED CREATIVE
00A024	3COM
00A025	REDCOM LABS
00A026	TELDAT
00A027	FIREPOWER SYSTEMS
00A028	CONNER PERIPHERALS
00A029	COULTER
00A02A	TRANCELL SYSTEMS
00A02B	TRANSITIONS RESEARCH
00A02C	interWAVE Communications
00A02D	1394 Trade Association
00A02E	BRAND COMMUNICATIONS
00A02F	ADB Broadband Italia
00A030	CAPTOR NV/SA
00A031	HAZELTINE CORPORATION, MS 1-17
00A032	GES SINGAPORE
00A033	imc MeBsysteme
00A034	AXEL
00A035	CYLINK
00A036	APPLIED NETWORK
00A037	Mindray DS USA
00A038	EMAIL
00A039	ROSS
00A03A	KUBOTEK
00A03B	TOSHIN ELECTRIC
00A03C	EG&G NUCLEAR INSTRUMENTS
00A03D	OPTO-22
00A03E	ATM FORUM
00A03F	COMPUTER SOCIETY MICROPROCESSOR & MICROPROCESSOR
00A040	Apple
00A041	INFICON
00A042	SPUR PRODUCTS
00A043	AMERICAN TECHNOLOGY LABS
00A044	NTT IT
00A045	Phoenix Contact GmbH & Co. KG
00A046	SCITEX
00A047	INTEGRATED FITNESS
00A048	QUESTECH
00A049	DIGITECH INDUSTRIES
00A04A	NISSHIN ELECTRIC
00A04B	TFL LAN
00A04C	INNOVATIVE SYSTEMS &
00A04D	EDA INSTRUMENTS
00A04E	VOELKER
00A04F	AMERITEC
00A050	CYPRESS SEMICONDUCTOR
00A051	ANGIA COMMUNICATIONS
00A052	STANILITE
00A053	COMPACT DEVICES
00A054	Private
00A055	Data Device
00A056	MICROPROSS
00A057	LANCOM Systems
00A058	GLORY
00A059	HAMILTON HALLMARK
00A05A	KOFAX IMAGE PRODUCTS
00A05B	MARQUIP
00A05C	INVENTORY CONVERSION, INC./
00A05D	CS COMPUTER SYSTEME
00A05E	MYRIAD LOGIC
00A05F	BTG Electronics Design BV
00A060	ACER PERIPHERALS
00A061	PURITAN BENNETT
00A062	AES PRODATA
00A063	JRL SYSTEMS
00A064	KVB/ANALECT
00A065	Symantec
00A066	ISA
00A067	NETWORK SERVICES GROUP
00A068	BHP
00A069	Symmetricom
00A06A	Verilink
00A06B	DMS DORSCH MIKROSYSTEM
00A06C	SHINDENGEN ELECTRIC MFG
00A06D	MANNESMANN TALLY
00A06E	AUSTRON
00A06F	Color Sentinel Systems
00A070	COASTCOM
00A071	VIDEO LOTTERY
00A072	OVATION SYSTEMS
00A073	COM21
00A074	PERCEPTION
00A075	MICRON
00A076	CARDWARE L
00A077	FUJITSU NEXION
00A078	Marconi Communications
00A079	ALPS ELECTRIC (USA)
00A07A	ADVANCED PERIPHERALS
00A07B	DAWN COMPUTER IN
00A07C	TONYANG NYLON
00A07D	SEEQ
00A07E	AVID
00A07F	GSM-SYNTEL
00A080	Tattile SRL
00A081	ALCATEL DATA NETWORKS
00A082	NKT ELEKTRONIK A/S
00A083	ASIMMPHONY TURKEY
00A084	Dataplex
00A085	Private
00A086	AMBER WAVE SYSTEMS
00A087	Microsemi
00A088	ESSENTIAL COMMUNICATIONS
00A089	XPOINT
00A08A	BROOKTROUT
00A08B	ASTON ELECTRONIC DESIGNS
00A08C	MultiMedia LANs
00A08D	JACOMO
00A08E	Check Point Software
00A08F	DESKNET SYSTEMS
00A090	TimeStep
00A091	APPLICOM INTERNATIONAL
00A092	H. BOLLMANN MANUFACTURERS
00A093	B/E AEROSPACE
00A094	COMSAT
00A095	ACACIA NETWORKS
00A096	MITSUMI ELECTRIC
00A097	JC INFORMATION SYSTEMS
00A098	NetApp
00A099	K-NET
00A09A	NIHON KOHDEN AMERICA
00A09B	QPSX COMMUNICATIONS
00A09C	Xyplex
00A09D	JOHNATHON FREEMAN
00A09E	ICTV
00A09F	COMMVISION
00A0A0	COMPACT DATA
00A0A1	EPIC DATA
00A0A2	B810
00A0A3	RELIABLE POWER METERS
00A0A4	Oracle
00A0A5	TEKNOR MICROSYSTEME
00A0A6	M.I. SYSTEMS, K.K
00A0A7	VORAX
00A0A8	RENEX
00A0A9	NAVTEL COMMUNICATIONS
00A0AA	SPACELABS MEDICAL
00A0AB	NETCS INFORMATIONSTECHNIK
00A0AC	GILAT SATELLITE NETWORKS
00A0AD	MARCONI SPA
00A0AE	NUCOM SYSTEMS
00A0AF	WMS INDUSTRIES
